name,health_amenity_type,amenity,healthcare,operator,operational_status,beds,longitude,latitude,adm2_pcode,district,facility_type
,,pharmacy,pharmacy,,,,44.0495170435724,36.1239999483147,IQG11Q02,Erbil,pharmacy
دەرمانخانەی گوڵڕۆژ,,pharmacy,pharmacy,,,,44.0448599743502,36.1262968412414,IQG11Q02,Erbil,pharmacy
کۆمەڵگای پزیشکی مێدیکا ١,,clinic,clinic,,,,44.0411742838867,36.1887126832229,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,43.9348747363831,36.1688558707858,IQG11Q02,Erbil,pharmacy
هەولێر DS,,pharmacy,pharmacy,,,,44.0037453981796,36.1953650644956,IQG11Q02,Erbil,pharmacy
بنکەی تەندروستی جوندیان,,hospital,,,,,44.5752836547955,36.6290424715794,IQG11Q05,Rawanduz,hospital
كومه لكاي ئازيار الطبي,,doctors,,,,,44.1186113345455,36.1978812280093,IQG11Q02,Erbil,doctors
,,pharmacy,pharmacy,,,,44.058604283898,36.1221448655044,IQG11Q02,Erbil,pharmacy
دکتورە الاء,,doctors,,,,,44.0050919509244,36.1942556357916,IQG11Q02,Erbil,doctors
دەرمانخانەی ڕاستی,,pharmacy,pharmacy,,,,44.0156064617223,36.1401071163671,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,43.9753855640681,36.1764811395599,IQG11Q02,Erbil,pharmacy
بەڕێوەبەرایەتی لیژنە پزیشکییەکان,,doctors,doctor,,,,44.0199219683903,36.1901076833681,IQG11Q02,Erbil,doctors
د. اراس حسن,,doctors,,,,,44.0358999713148,36.1901109523104,IQG11Q02,Erbil,doctors
دەرمانخانەی مێدیکانۆ,,pharmacy,pharmacy,,,,44.0109075668033,36.2125279332528,IQG11Q02,Erbil,pharmacy
نۆرینگەی نۆڤێلا,,clinic,clinic,,,,44.0358067645515,36.2021910349831,IQG11Q02,Erbil,clinic
ژامبەر,,pharmacy,,,,,43.9716549466036,36.155254137411,IQG11Q02,Erbil,pharmacy
ناخين دمرمانخانهى صيدلية,,pharmacy,,,,,43.9847145384812,36.1689411985602,IQG11Q02,Erbil,pharmacy
دەرمانخانەی موحەمەد فارس,,pharmacy,pharmacy,Muhammed fars,,,44.0206658622969,36.2053819417022,IQG11Q02,Erbil,pharmacy
رسکین,,pharmacy,pharmacy,,,,43.9791302631299,36.157266632363,IQG11Q02,Erbil,pharmacy
نۆرینگەی خەدیجە,,pharmacy,pharmacy,,,,44.0524763583068,36.1851026813451,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی سەنتەری تاڵاسیما,,hospital,,,,,43.9860617617783,36.2429421718321,IQG11Q02,Erbil,hospital
صيدلية فارميدينت,,pharmacy,pharmacy,,,,44.0075538835245,36.1942400454517,IQG11Q02,Erbil,pharmacy
دەرمانخانەی هیسا,,pharmacy,pharmacy,,,,44.0332621863861,36.1284585340698,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,43.9768832425272,36.1753097685914,IQG11Q02,Erbil,pharmacy
Center Aylan,,,rehabilitation,Aylan,,,44.0342459703616,36.1923010597906,IQG11Q02,Erbil,rehabilitation
نۆرینگەی د. نیعمەت,,clinic,clinic,,,,43.9836176826319,36.1751043281446,IQG11Q02,Erbil,clinic
فيولا فارما,,pharmacy,pharmacy,,,,43.9646245414978,36.1939289930249,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی ئەمەل,,hospital,hospital,,,,44.0305577653271,36.1835397916794,IQG11Q02,Erbil,hospital
,,doctors,,,,,44.0571671227798,36.1753446373086,IQG11Q02,Erbil,doctors
دەرمانخانەی نمەی ئاسوودەیی,,pharmacy,pharmacy,,,,44.0511393609316,36.1232546294845,IQG11Q02,Erbil,pharmacy
سەنتەری ئاسیای پزیشکی,,clinic,,Shekh Wasta,,,44.5357647415321,36.6545683842279,IQG11Q05,Rawanduz,clinic
دەرمانخانەی بەناز,,pharmacy,pharmacy,,,,44.0503706565916,36.1994824229725,IQG11Q02,Erbil,pharmacy
اكيا,,clinic,,دكتور فارس الشهواني - جلدية,,,44.0384990318508,36.2003040171216,IQG11Q02,Erbil,clinic
دکتۆر ئەڤین سلیم حسێن,,clinic,,,,,43.9887082638863,36.1774943440155,IQG11Q02,Erbil,clinic
مختبر كركوك,,clinic,,,,,44.5881443441108,35.8884582432171,IQG11Q03,Koysinjaq,clinic
مختبر مظفر,,,laboratory,,,,44.0500037806897,36.1232514443613,IQG11Q02,Erbil,laboratory
Rose Dental Clinic,,dentist,dentist,,,,43.9889988644693,36.2046900994143,IQG11Q02,Erbil,dentist
بنکەی تەندروستی ھەولێری نوێ,,hospital,,,,,44.0739349524404,36.2148558392211,IQG11Q02,Erbil,hospital
,,clinic,,,,,44.0360039907332,36.1894131588712,IQG11Q02,Erbil,clinic
بنکەی هەولێر بۆ بوژانەوەی جەستەییی,,hospital,hospital,,,,43.9751109729202,36.1454188960463,IQG11Q02,Erbil,hospital
,,clinic,,,,,44.3414657719046,36.5587898854067,IQG11Q06,Shaqlawa,clinic
الدكتورة الهام خطاب,,doctors,,,,,44.0408417737878,36.1884165505838,IQG11Q02,Erbil,doctors
دەرمانخانەی دەلانی زانکۆ,,pharmacy,,,,,44.0294266274939,36.1598822890673,IQG11Q02,Erbil,pharmacy
مركز روناهي العقم و اطفال الانابيب,,clinic,,,,,44.035596797877,36.2138813591582,IQG11Q02,Erbil,clinic
نۆرینگەی پزیشکی بەختیاری,,pharmacy,,,,,44.5322937954279,36.6535458758598,IQG11Q05,Rawanduz,pharmacy
دەرمانخانەی نەورەس,,pharmacy,pharmacy,,,,44.015090555582,36.2087219624788,IQG11Q02,Erbil,pharmacy
د. زانا غەنی چەلەبی,,doctors,doctor,,,,44.0033316674389,36.1968864637407,IQG11Q02,Erbil,doctors
santa maria,,hospital,hospital,,,,43.991058046622,36.2266931819779,IQG11Q02,Erbil,hospital
نەخۆشخانەی بەحرکەی حکومی,,clinic,clinic,,,,44.0396580814217,36.3182450223048,IQG11Q02,Erbil,clinic
صیدلیە نیشان,,clinic,,,,,44.0809244538587,36.1845523255828,IQG11Q02,Erbil,clinic
دەرمانخانەی ڕێڤان,,pharmacy,,,,,44.5424906320956,36.654790588481,IQG11Q05,Rawanduz,pharmacy
تاقیگه‌ی شار,,,laboratory,,,,44.5597437739499,36.6381955936639,IQG11Q05,Rawanduz,laboratory
نشاط الخياط مجمع كلينكا,,doctors,doctor,,,,44.0359632546837,36.2090689732701,IQG11Q02,Erbil,doctors
بنکەی تەندرووستی کوردستان,,clinic,clinic,,,,44.0262780493858,36.1556802733684,IQG11Q02,Erbil,clinic
,,clinic,clinic,,,,44.0700445759014,36.1745282399395,IQG11Q02,Erbil,clinic
نەخۆشخانەی فریاکەوتنی ڕۆژهەڵات,,hospital,hospital,,,,44.0394416606817,36.1926380961172,IQG11Q02,Erbil,hospital
Lausanne Medical and Beauty Center,,hospital,hospital,,,,43.99732041794,36.2333681943892,IQG11Q02,Erbil,hospital
,,pharmacy,pharmacy,,,,44.072682025554,36.1619304909268,IQG11Q02,Erbil,pharmacy
شیفا,,pharmacy,pharmacy,,,,43.9351440469321,36.1698945562271,IQG11Q02,Erbil,pharmacy
صيديلیة باغی سەروەران,,hospital,,,,,44.0693493808522,36.2109102259403,IQG11Q02,Erbil,hospital
shadnaz pharmacy,,pharmacy,pharmacy,,,,43.9610077502785,36.1919124747594,IQG11Q02,Erbil,pharmacy
