name,health_amenity_type,amenity,healthcare,operator,operational_status,beds,longitude,latitude,adm2_pcode,district,facility_type
بنکەى تەندروستیى بالیسان,,hospital,hospital,,,,44.5498356938465,36.4059884611058,IQG11Q06,Shaqlawa,hospital
گۆمەڵگەی پزیشکیی نەوال,,clinic,clinic,,,,43.9914284429232,36.2259020979564,IQG11Q02,Erbil,clinic
دەرمانخانەی ڕاپەڕین,,pharmacy,pharmacy,,,,44.0464512786677,36.1792152325561,IQG11Q02,Erbil,pharmacy
نۆرینگەی پزیشکی د. ئەحمەد میسر,,clinic,clinic,,,,44.0387052266689,36.2004789474408,IQG11Q02,Erbil,clinic
,,doctors,doctor,,,,43.9919657229166,36.2262013318997,IQG11Q02,Erbil,doctors
,,pharmacy,,,,,43.9972317374044,36.2332730597882,IQG11Q02,Erbil,pharmacy
,,clinic,,Abduljaleel Azad Samad,,,44.0354396371925,36.2137801895869,IQG11Q02,Erbil,clinic
بنکەی تەندروستی باپشتیان,,hospital,,,,,44.5151201978348,36.6410288445746,IQG11Q05,Rawanduz,hospital
د. ڕەقیب سنیار دری,,clinic,clinic,,,,44.0356762583191,36.2058512444609,IQG11Q02,Erbil,clinic
نۆرینگەی پزیشکی مەلەک,,pharmacy,pharmacy,,,,43.9962049542657,36.1704283996403,IQG11Q02,Erbil,pharmacy
دكتور احمد,,pharmacy,,,,,44.6262893796251,36.0746469671529,IQG11Q03,Koysinjaq,pharmacy
,,hospital,,,,,44.0352170976632,36.2089059452534,IQG11Q02,Erbil,hospital
عمارة هندريشه الطبي,,clinic,clinic,,,,44.0342201540998,36.1928496553533,IQG11Q02,Erbil,clinic
مجمع المها الطبي,,doctors,,,,,44.0524737599169,36.1847918803755,IQG11Q02,Erbil,doctors
مجمع كلينكا/شارع الاطباء ٤٠ متري,,clinic,,,,,44.0359754922624,36.2064423362727,IQG11Q02,Erbil,clinic
نۆڕینگەی پزیشکی,,clinic,clinic,,,,44.0407336472369,36.1600432216082,IQG11Q02,Erbil,clinic
,,pharmacy,,,,,43.9763895484302,36.1756816736352,IQG11Q02,Erbil,pharmacy
نۆرینگەی پزیشکی نەوزاد,,clinic,clinic,,,,44.0616528659012,36.2017103328361,IQG11Q02,Erbil,clinic
صیدلیە چەلەنگ,,clinic,,,,,44.0991561829085,36.1554606675052,IQG11Q02,Erbil,clinic
دكتۆرە سروشت بابە عەلی,,doctors,doctor,,,,44.2026470384777,36.3815488431086,IQG11Q06,Shaqlawa,doctors
صيدلية هيدوانة,,pharmacy,,,,,44.047284272205,36.185942296586,IQG11Q02,Erbil,pharmacy
,,hospital,hospital,,,,44.0286738487699,36.1651927276419,IQG11Q02,Erbil,hospital
مختبر هيو,,dentist,,,,,44.0359459879632,36.19874942554,IQG11Q02,Erbil,dentist
صيدلية امير,,pharmacy,pharmacy,,,,44.0055594934834,36.1933875220799,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,43.9990760913787,36.2274153667554,IQG11Q02,Erbil,pharmacy
ناوەندەی ئاوات بۆ چارەسەری تیشکیی,,hospital,hospital,,,,44.0599684386395,36.2202470793424,IQG11Q02,Erbil,hospital
,,pharmacy,,,,,43.9743176257848,36.1679682272398,IQG11Q02,Erbil,pharmacy
محمد ياوه ر40مه ترى,,clinic,,,,,44.0368793967006,36.2030358470039,IQG11Q02,Erbil,clinic
معرض الساعة,,pharmacy,pharmacy,,,,43.9904020788796,36.2385092347007,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.1888942632077,36.3911971680326,IQG11Q06,Shaqlawa,pharmacy
مختبر هيمن(تاقیگه ی هیمن),,hospital,,,,,44.0358765858049,36.2022402367547,IQG11Q02,Erbil,hospital
,,dentist,dentist,,,,44.0246053567885,36.1585611334891,IQG11Q02,Erbil,dentist
rash posh,,doctors,,,,,44.2060463193097,36.9851190456164,IQG11Q01,Al-Zibar,doctors
تاقیگەی میلانۆی پزیشکی,,doctors,doctor,,,,44.5136478327233,36.6487216714883,IQG11Q05,Rawanduz,doctors
مركز كوزموديرم للطب التجميلي,,clinic,clinic,,,,43.9975758983487,36.2227822697762,IQG11Q02,Erbil,clinic
,,clinic,clinic,Othman Laboratory,,,44.627364274888,36.0844456634199,IQG11Q03,Koysinjaq,clinic
,,pharmacy,pharmacy,,,,44.0552248681765,36.1241437817732,IQG11Q02,Erbil,pharmacy
دەرمانخانەی شەنوا,,pharmacy,pharmacy,,,,44.0445284700797,36.1541169646075,IQG11Q02,Erbil,pharmacy
مركز الشرق التخصصي للعيون,,hospital,,,,,44.035660081246,36.2135133936089,IQG11Q02,Erbil,hospital
سةنديكاى بالاى كارمةندانى تةندروستي,,clinic,,,,,43.9644873297429,36.1599071833197,IQG11Q02,Erbil,clinic
دەرمانخانەی خێرخوازی سۆران,,pharmacy,,,,,44.5339489698476,36.6539159368849,IQG11Q05,Rawanduz,pharmacy
,,pharmacy,,,,,44.6295911789232,36.0840199465577,IQG11Q03,Koysinjaq,pharmacy
دكتور وسام امجد بويا,,doctors,doctor,,,,43.9990829645393,36.227335068123,IQG11Q02,Erbil,doctors
هاوكار عبدالله كاك أحمد,,doctors,doctor,,,,44.0291701412568,36.1916672202726,IQG11Q02,Erbil,doctors
,,hospital,hospital,,,,44.0045186287473,36.1953545871167,IQG11Q02,Erbil,hospital
دەرمانخانەی کارزان,,pharmacy,pharmacy,,,,44.0362832757469,36.1940468425835,IQG11Q02,Erbil,pharmacy
مستشفى پێشمەرگە,,hospital,hospital,,,,44.0773718680177,36.3196462250584,IQG11Q02,Erbil,hospital
د. پێرس شێروان,,clinic,clinic,,,,44.0359679485495,36.2045514627357,IQG11Q02,Erbil,clinic
Westeye Hospital,,hospital,hospital,,,,44.0244717492519,36.1701697341083,IQG11Q02,Erbil,hospital
,,doctors,,,,,44.0705458975303,36.2679150465092,IQG11Q02,Erbil,doctors
د.عبدالكريم القطان .جراح الاعصاب,,clinic,clinic,,,,44.0028950541026,36.1923005568764,IQG11Q02,Erbil,clinic
عياده دكتور دانەر محمد طبيب اسنان,,clinic,clinic,د. دانەر,,,44.0307869265599,36.3131197399713,IQG11Q02,Erbil,clinic
عيادةی دكتورة فدوة,,clinic,,,,,44.0998803793427,36.1552902634137,IQG11Q02,Erbil,clinic
نەخۆشخانەی شەقڵاوە,,hospital,hospital,,,,44.3139647475923,36.4062096595306,IQG11Q06,Shaqlawa,hospital
,,pharmacy,,,,,44.0025228976017,36.1692542626437,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.028829919807,36.1649638178663,IQG11Q02,Erbil,pharmacy
دەرمانخانەی هەریری خێرخوازی,,pharmacy,,,,,44.3514064576113,36.5542448822299,IQG11Q06,Shaqlawa,pharmacy
اي سيف,,clinic,,,,,44.0446134625778,36.1948184805897,IQG11Q02,Erbil,clinic
بنکەی تەندرووستی بێتواتە,,hospital,hospital,,,,44.0745422213253,36.2023208706632,IQG11Q02,Erbil,hospital
,,pharmacy,,,,,43.9803316413118,36.1716603717687,IQG11Q02,Erbil,pharmacy
بنكەی تەندروستی بنەسڵاوە,,hospital,,,,,44.1200719649925,36.1549673925035,IQG11Q02,Erbil,hospital
دەرمانخانەی گەش بوونەوە,,clinic,,,,,44.0852560537807,36.2497106424637,IQG11Q02,Erbil,clinic
نیت دینت,,dentist,,,,,44.0506717345536,36.1982028416341,IQG11Q02,Erbil,dentist
,,clinic,clinic,,,,44.0359271286811,36.1498260169159,IQG11Q02,Erbil,clinic
کۆمەڵگای پزیشکی کینگ,,clinic,clinic,Idrees and Raber,,,44.0361112790938,36.1991570374913,IQG11Q02,Erbil,clinic
ڕێچارە,,pharmacy,,,,,44.0250951952099,36.2072393714454,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.0719782809636,36.1176332223022,IQG11Q02,Erbil,pharmacy
نۆرینگەی پزیشکیی نورجان,,clinic,clinic,,,,43.992022133125,36.2262141562116,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,43.9982736917879,36.2303100570163,IQG11Q02,Erbil,pharmacy
بنکەی تەندروستی پشکنینی چاو,,hospital,hospital,,,,44.5123918883518,36.6943485614133,IQG11Q05,Rawanduz,hospital
,,pharmacy,pharmacy,,,,44.0531459885514,36.1779467991488,IQG11Q02,Erbil,pharmacy
مستشفى الام,,hospital,hospital,,,,44.0333127292622,36.2157026628988,IQG11Q02,Erbil,hospital
,,pharmacy,pharmacy,,,,43.9871566897899,36.2138300619108,IQG11Q02,Erbil,pharmacy
بنکەی تەندروستی محمد باجەلان,,hospital,hospital,,,,43.9906686234005,36.1689106884326,IQG11Q02,Erbil,hospital
دەرمانخانەی هەفاڵان,,pharmacy,,dr. Ehsan O. S. Jaff,,,44.0477698358559,36.1878466649871,IQG11Q02,Erbil,pharmacy
گیادەرمانی دەوەن نوێ,,doctors,,,,,44.0474173768274,36.1863084181167,IQG11Q02,Erbil,doctors
blbas,,clinic,,,,,44.1033763873374,36.1575204363911,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,44.0528546335971,36.1230171701676,IQG11Q02,Erbil,pharmacy
ROZHGAR PHARMACY,,pharmacy,pharmacy,,,,44.3480869724975,36.5542035594473,IQG11Q06,Shaqlawa,pharmacy
دەرمانخانەی ئازارشکێن,,pharmacy,pharmacy,Hezha Sabah,,,44.031888560094,36.3120930406516,IQG11Q02,Erbil,pharmacy
د. فەرهاد موستەفا,,doctors,doctor,,,,44.0363482354965,36.1945803507205,IQG11Q02,Erbil,doctors
مستشفى ولڤر,,doctors,doctor,,,,43.992117267726,36.2030266269104,IQG11Q02,Erbil,doctors
دەرمانخانەی بوخاری,,pharmacy,pharmacy,,,,44.0104086759264,36.2099951735708,IQG11Q02,Erbil,pharmacy
د. عبدالسلام جاف,,clinic,clinic,,,,44.0063763937667,36.1949152915714,IQG11Q02,Erbil,clinic
نۆرینگەی فەرهاد,,clinic,clinic,,,,44.0347478787236,36.1314349478867,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,43.9706269899985,36.1519617258445,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,44.1202430396363,36.1536235219677,IQG11Q02,Erbil,pharmacy
نۆرینگەی پزیشکی وێڵفەر,,clinic,clinic,,,,43.9920699937921,36.2029758325772,IQG11Q02,Erbil,clinic
بنکةی تةندروستی سیدەکان,,hospital,,,,,44.6651310351121,36.8027583368599,IQG11Q05,Rawanduz,hospital
محمد أنور,,clinic,,,,,44.1031823462789,36.1552964660221,IQG11Q02,Erbil,clinic
ناوەندی میدیا بۆ دەستنیشانکردنی نەخۆشی,,,laboratory,,,,44.0249373639732,36.1814279711749,IQG11Q02,Erbil,laboratory
دەرمانخانەی دابێژ,,pharmacy,pharmacy,,,,44.0326694181936,36.1560255239601,IQG11Q02,Erbil,pharmacy
دەرمانخانەی سەروەران,,pharmacy,pharmacy,,,,44.0605624641174,36.1949667564568,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی تایبەتی هەولێر,,hospital,hospital,,,,44.0137999939504,36.197309917489,IQG11Q02,Erbil,hospital
Nûrîngey Y.P Amin,,clinic,clinic,,,,44.2287642943951,36.3953534185402,IQG11Q06,Shaqlawa,clinic
Soran Center,,clinic,,,,,44.5118506688638,36.6483811985813,IQG11Q05,Rawanduz,clinic
عیادەی پزیشکی صابر,,clinic,clinic,,,,44.0623239210693,36.1172272867315,IQG11Q02,Erbil,clinic
تاقیگەی پزیشکی پیرمام,,hospital,hospital,,,,44.1888788405059,36.3909824236733,IQG11Q06,Shaqlawa,hospital
معاون طبي,,clinic,,,,,43.9930479942544,36.2714151616364,IQG11Q02,Erbil,clinic
نۆرینگەی تەیب,,pharmacy,pharmacy,,,,43.998004548877,36.1728581457322,IQG11Q02,Erbil,pharmacy
صیدلیة سلام,,pharmacy,,Dr salam shexany,,,43.9842971197032,36.1746881666521,IQG11Q02,Erbil,pharmacy
بنکەی تەندروستی سەڕوو,,hospital,hospital,,,,44.6329852629752,36.8971367225749,IQG11Q05,Rawanduz,hospital
ئومێد کەریم,,doctors,doctor,,,,44.0042326382111,36.1959432481765,IQG11Q02,Erbil,doctors
د. هەڵگورد فەتحوڵڵا,,clinic,clinic,,,,44.036169868597,36.1979768655245,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,44.0349356333547,36.2192577633108,IQG11Q02,Erbil,pharmacy
تاقیگەی کینگ,,,laboratory,,,,44.0361568766471,36.1980048610811,IQG11Q02,Erbil,laboratory
SKaff Pharmacy,,pharmacy,pharmacy,,,,43.9959244957855,36.2003263968031,IQG11Q02,Erbil,pharmacy
بنکەی تەندروستی جدیدە زاب,,hospital,,,,,43.7840836277393,36.2894416178774,IQG11Q02,Erbil,hospital
نۆڕینگەی دکتۆر لەبیب حوسێنی,,doctors,doctor,,,,44.0358085247512,36.2022640413597,IQG11Q02,Erbil,doctors
نوفل نعمان,,doctors,doctor,,,,43.9971459905349,36.2343514754505,IQG11Q02,Erbil,doctors
عیادەی ددانی د. مستەفا,,clinic,,,,,44.5890544511574,35.8876187956143,IQG11Q03,Koysinjaq,clinic
,,doctors,doctor,,,,44.0040575402538,36.1961959625572,IQG11Q02,Erbil,doctors
عیادە دکتور دەوەن حویزی ، جراحە عامە,,clinic,,,,,44.6320958592295,36.0812208938119,IQG11Q03,Koysinjaq,clinic
كۆمەلگەی نۆڤێلا,,pharmacy,,,,,44.0360296393569,36.1909399225342,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,44.0307566678894,36.2195628645863,IQG11Q02,Erbil,pharmacy
دکتور نادر,,hospital,,,,,44.0840487244476,36.8553975269798,IQG11Q05,Rawanduz,hospital
,,pharmacy,pharmacy,,,,44.0251444808006,36.1816329925265,IQG11Q02,Erbil,pharmacy
Center Aylan,,,rehabilitation,Center Aylan,,,44.0342803361646,36.1923076814941,IQG11Q02,Erbil,rehabilitation
پزیشکی کوردەواری,,doctors,doctor,,,,44.0041724561463,36.1897097944245,IQG11Q02,Erbil,doctors
مدرية صحة بنصلاوة,,clinic,,,,,44.1194832201137,36.1552166703038,IQG11Q02,Erbil,clinic
سەنتەری جوانکاری ئەستێرە,,clinic,clinic,,,,43.9818198482202,36.2157101227926,IQG11Q02,Erbil,clinic
د. توانا هوشیار سەلیم,,dentist,dentist,,,,44.0363460562017,36.1942817873295,IQG11Q02,Erbil,dentist
دەرمانخانەی دیمان,,pharmacy,pharmacy,,,,44.0176295178723,36.1279441366721,IQG11Q02,Erbil,pharmacy
d. Abdula,,doctors,,,,,44.0361051603045,36.1907812531071,IQG11Q02,Erbil,doctors
د.روز برهان الدين / ئافرەتان,,doctors,doctor,,,,44.0060168939396,36.1945670234945,IQG11Q02,Erbil,doctors
بنكەی تەندروستیی سەفین,,clinic,clinic,,,,44.3447694990404,36.4005800380831,IQG11Q06,Shaqlawa,clinic
نۆرینگەی غازی ئاپۆ,,pharmacy,pharmacy,,,,43.9972687854164,36.1722615218643,IQG11Q02,Erbil,pharmacy
دەرمانخانەی ڕخێد,,pharmacy,pharmacy,,,,43.9913600465933,36.2285163297372,IQG11Q02,Erbil,pharmacy
دەرمان خانەی هاوکار,,pharmacy,pharmacy,,,,44.0369494694111,36.1680142438882,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,43.9795683852088,36.1731912425643,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی سەردەمی تایبەت,,hospital,hospital,,,,43.9763723655287,36.1676775428377,IQG11Q02,Erbil,hospital
shady,,pharmacy,,,,,44.0244915305434,36.2191453619892,IQG11Q02,Erbil,pharmacy
مختبر جواد,,pharmacy,,,,,44.5883421570257,35.8883227916618,IQG11Q03,Koysinjaq,pharmacy
صيدلية باغى زيتون,,pharmacy,pharmacy,,,,44.0729886355721,36.1399935415791,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,43.9759251909944,36.1758372417581,IQG11Q02,Erbil,pharmacy
دكتور محمد الخطيب,,doctors,doctor,,,,44.0063476438388,36.1942585694577,IQG11Q02,Erbil,doctors
Soran Medical Complex,,clinic,,,,,44.5322710804703,36.6538454450792,IQG11Q05,Rawanduz,clinic
کۆمپانیای ژیریا بۆ بارزگانی دەرمان,,pharmacy,pharmacy,Saman othman,,,44.0029801304198,36.1949119388101,IQG11Q02,Erbil,pharmacy
ئەژین,,pharmacy,,,,,44.0463950360974,36.1828407409547,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.1361198729896,36.1973815827611,IQG11Q02,Erbil,pharmacy
دکتۆر شێروان رەحمان سولەیمان,,clinic,,Dr. Sherwan Rahman Sulaiman,,,43.9778602371611,36.1744653756657,IQG11Q02,Erbil,clinic
دكتور فاخر يوسف,,doctors,,,,,44.0374890963375,36.1936573355431,IQG11Q02,Erbil,doctors
عياده دكتور دانەر طبيب اسنان,,clinic,clinic,,,,44.1363295882069,36.1971208217534,IQG11Q02,Erbil,clinic
صيدلية سروران,,pharmacy,,,,,44.0606560899758,36.1950579515634,IQG11Q02,Erbil,pharmacy
دکتۆر بۆتان,,doctors,doctor,,,,44.078920592267,36.1178471284712,IQG11Q02,Erbil,doctors
د. عەبدولوەهاب موختار,,doctors,doctor,,,,44.041272771249,36.1894786215349,IQG11Q02,Erbil,doctors
مجمع طبى توو,,doctors,,,,,44.0334172515948,36.1995815808871,IQG11Q02,Erbil,doctors
شوقي غزالة,,doctors,doctor,,,,44.00078046757,36.1937906916226,IQG11Q02,Erbil,doctors
عيادة معاون الطبي عبدالرحيم,,clinic,clinic,,,,44.0298173918198,36.3113244201306,IQG11Q02,Erbil,clinic
سەنتەری پزیشکی تۆپ مێد,,hospital,,,,,44.0359234406437,36.1889014436824,IQG11Q02,Erbil,hospital
,,clinic,clinic,,,,44.035942719021,36.1980857464467,IQG11Q02,Erbil,clinic
دەرمانخانەی باغی ڕێحانە,,pharmacy,pharmacy,,,,44.0530072680539,36.1923688693872,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,43.9732147349652,36.1612404926576,IQG11Q02,Erbil,pharmacy
دەرمانخانەی ئاڤژەن,,pharmacy,pharmacy,,,,44.0462690560927,36.1261138642951,IQG11Q02,Erbil,pharmacy
نۆرینگەی پزیشکی شیما,,pharmacy,pharmacy,,,,44.0468119519612,36.1999580959776,IQG11Q02,Erbil,pharmacy
دكتۆرە باران کەمال بەرزنجی,,clinic,clinic,دکتۆری ئافرەتان و منداڵ بوون,,,44.007325392844,36.1948169718471,IQG11Q02,Erbil,clinic
Zheen Laboratory,,,laboratory,Laboratory,,,44.0442865683541,36.1946494176027,IQG11Q02,Erbil,laboratory
دکتۆر محی الدین شریف قورتاس,,clinic,clinic,,,,44.00527584988,36.1937849919284,IQG11Q02,Erbil,clinic
دەرمانخانەی پەریسا,,pharmacy,pharmacy,,,,43.9875934707642,36.1722878410403,IQG11Q02,Erbil,pharmacy
,,hospital,,,,,45.0461216428659,36.6742426388139,IQG11Q05,Rawanduz,hospital
نەخۆشخانەی لەدایک بوون و منداڵان,,hospital,hospital,,,,44.5591728825248,36.6370893500831,IQG11Q05,Rawanduz,hospital
نۆرینگە,,pharmacy,pharmacy,,,,44.0487750775035,36.1826230629293,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی تەق تەق,,clinic,,,,,44.5907019980451,35.8978643311394,IQG11Q03,Koysinjaq,clinic
Raparin Teaching Hospital For Children,,hospital,hospital,,,,44.0355137332165,36.2188657416993,IQG11Q02,Erbil,hospital
بانکی خوێن,,,blood_donation,,,,44.0377747515976,36.1885396807415,IQG11Q02,Erbil,blood_donation
,,pharmacy,pharmacy,,,,44.0446202519194,36.2032217576163,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.0665558601626,36.161534781278,IQG11Q02,Erbil,pharmacy
دكتور معتز فاضل,,clinic,clinic,,,,44.0021652417933,36.1979699923639,IQG11Q02,Erbil,clinic
بنکەی تەندروستی ڕاژان,,hospital,,,,,44.1111307374203,36.1521296991841,IQG11Q02,Erbil,hospital
نەخۆشخانەی فریاکەوتنی خەلیفان,,hospital,,,,,44.4109344824925,36.6169900491872,IQG11Q05,Rawanduz,hospital
نۆرینگەی دڵشاد,,pharmacy,pharmacy,,,,44.0073266501295,36.170094967532,IQG11Q02,Erbil,pharmacy
عیادة د.كاروان,,clinic,,,,,44.0169074169139,36.28086181797,IQG11Q02,Erbil,clinic
الدكتور محسن علي بلباس,,clinic,clinic,,,,44.0045666570525,36.1952540880976,IQG11Q02,Erbil,clinic
تاقیگەی مێدیکا ٢,,,laboratory,,,,44.0413604459562,36.1899258798883,IQG11Q02,Erbil,laboratory
دەرمانخانەی سۆراڤ,,pharmacy,,,,,44.130954776616,36.154828839644,IQG11Q02,Erbil,pharmacy
د. موحەمەد جیهانی ددانساز,,dentist,dentist,,,,44.0237265980598,36.1605932420945,IQG11Q02,Erbil,dentist
,,pharmacy,,,,,43.9765827512984,36.1478198922103,IQG11Q02,Erbil,pharmacy
,,clinic,,,,,44.0360127917315,36.1905873796867,IQG11Q02,Erbil,clinic
دەرمانخانەی نازلین,,pharmacy,pharmacy,,,,44.1889930858461,36.3909263487411,IQG11Q06,Shaqlawa,pharmacy
سيدلية ودار,,pharmacy,,,,,44.6307134319391,36.0833748752895,IQG11Q03,Koysinjaq,pharmacy
,,clinic,,,,,44.0043019565503,36.196158327812,IQG11Q02,Erbil,clinic
نەخۆشخانەی ملازم کریم,,hospital,hospital,,,,44.2022699366539,36.3760699282802,IQG11Q06,Shaqlawa,hospital
Velocity Center,,clinic,clinic,Ahmed Abr,,,43.9790386489282,36.2143331437393,IQG11Q02,Erbil,clinic
نۆرینگەی خوناو,,clinic,clinic,,,,44.054845922334,36.181747992238,IQG11Q02,Erbil,clinic
دەرمانخانەی محمد فارما,,pharmacy,,,,,44.3500704660644,36.5564961776033,IQG11Q06,Shaqlawa,pharmacy
نەخۆشخانەی ڕەسولی تایبەت,,hospital,hospital,,,,44.0526173419182,36.1943716413315,IQG11Q02,Erbil,hospital
PAKY HOSPITAL | نەخۆشخانەی پاکی,,hospital,hospital,,,,43.9789832445483,36.1706848858774,IQG11Q02,Erbil,hospital
مذخر أدوية سوزان,,pharmacy,pharmacy,,,,44.0044243323366,36.194513044038,IQG11Q02,Erbil,pharmacy
صيدلية ميو,,pharmacy,pharmacy,Ahmed shex,,,44.1418145380056,36.2057822613978,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی شەهید سلێمان,,hospital,hospital,,,,44.5499211892589,36.396517497253,IQG11Q06,Shaqlawa,hospital
دەرمانخانەی دانا,,pharmacy,pharmacy,,,,44.0317399489507,36.3140699963341,IQG11Q02,Erbil,pharmacy
Arazo pharmacy,,pharmacy,pharmacy,,,,44.2032411477747,36.3817271261891,IQG11Q06,Shaqlawa,pharmacy
گیا دەرمانی سروشتی رەواندز,,pharmacy,pharmacy,,,,44.037796963641,36.1703773538499,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی ناوپردان,,clinic,clinic,,,,44.883083148762,36.6194074738815,IQG11Q05,Rawanduz,clinic
طبابة مارت شموني,,clinic,clinic,,,,44.0105611427451,36.2350035875174,IQG11Q02,Erbil,clinic
,,clinic,clinic,,,,43.9919698300492,36.2262870787692,IQG11Q02,Erbil,clinic
صيدلية بوابة أكد,,pharmacy,,,,,44.0019388465886,36.2326197742548,IQG11Q02,Erbil,pharmacy
فریاکەوتن/طواري,,hospital,hospital,,,,44.5073818571869,36.6463456533957,IQG11Q05,Rawanduz,hospital
گورچیله‌ی ده‌ستكرد,,hospital,hospital,,,,44.0198676536577,36.1976941439305,IQG11Q02,Erbil,hospital
د. شفاء,,clinic,,,,,44.0010564836415,36.1762391540153,IQG11Q02,Erbil,clinic
,,pharmacy,pharmacy,,,,44.0349821529173,35.9997659778669,IQG11Q02,Erbil,pharmacy
دەرمانخانەی ئاسمانی دارەتوو,,pharmacy,pharmacy,,,,44.046803486239,36.1263119286671,IQG11Q02,Erbil,pharmacy
مركز صحي حصارۆك,,hospital,,,,,44.0723523653022,36.1856367762154,IQG11Q02,Erbil,hospital
صیدلیة و مختبر دیبکە,,pharmacy,,,,,43.8072735877924,35.8741205787437,IQG11Q04,Makhmour,pharmacy
,,hospital,,,,,44.0362843653943,36.1995228237458,IQG11Q02,Erbil,hospital
د. سەفین,,clinic,clinic,,,,44.0002068939359,36.1755051507544,IQG11Q02,Erbil,clinic
Plastic surgery,,doctors,doctor,,,,44.0362244347866,36.2021918731734,IQG11Q02,Erbil,doctors
دەرمانخانەی زەردەخەنە,,pharmacy,,,,,44.3532441898821,36.5529236428327,IQG11Q06,Shaqlawa,pharmacy
,,pharmacy,,,,,44.0567653781607,36.1724784455184,IQG11Q02,Erbil,pharmacy
بنکەی تەندرووستی سەروەران,,hospital,hospital,,,,44.0604179601067,36.1931207261019,IQG11Q02,Erbil,hospital
دەرمانخانەی هارمۆنی,,pharmacy,pharmacy,,,,44.0192809204356,36.1649769774542,IQG11Q02,Erbil,pharmacy
دكتوردلشادعبدالرحمن,,doctors,,,,,44.0360902405168,36.2060996840709,IQG11Q02,Erbil,doctors
د. نزار خەلیفە,,doctors,doctor,,,,44.035810620227,36.2015904716207,IQG11Q02,Erbil,doctors
,,pharmacy,pharmacy,,,,44.0776166195903,36.1559050760115,IQG11Q02,Erbil,pharmacy
پزیشکی ددان عەلی سەمەد,,dentist,dentist,,,,44.0720907661042,36.1173823519402,IQG11Q02,Erbil,dentist
دەرمانخانەی ئاپۆتیک,,pharmacy,pharmacy,,,,43.982756861176,36.2086703299552,IQG11Q02,Erbil,pharmacy
,,pharmacy,,,,,43.9738740554688,36.1685770886863,IQG11Q02,Erbil,pharmacy
دەرمانخانەی نەوادار,,pharmacy,pharmacy,,,,44.0448300509559,36.2032520162868,IQG11Q02,Erbil,pharmacy
نەخۆشخانەی نانەکەلی,,hospital,hospital,,,,44.0110269251045,36.1645465667263,IQG11Q02,Erbil,hospital
مستشفى كوردستان للعيون وعمليات جراحية ناظور,,hospital,hospital,,,,44.0225856533998,36.1784260763723,IQG11Q02,Erbil,hospital
الدكتورة الهام خطاب,,doctors,,,,,44.0407923205591,36.1883539377671,IQG11Q02,Erbil,doctors
Bnar,,pharmacy,,,,,44.6300175663376,36.0835039565983,IQG11Q03,Koysinjaq,pharmacy
کلینکی دکتۆر ناجی-كۆن,,clinic,clinic,,,,44.0229260424877,36.1845616294953,IQG11Q02,Erbil,clinic
بنکەیی تەندروستی کەسنەزان,,hospital,hospital,,,,44.1454569778487,36.2079817566095,IQG11Q02,Erbil,hospital
دەرمانخانەی دکتۆر بۆتان,,pharmacy,pharmacy,,,,44.0105653336967,36.210669246224,IQG11Q02,Erbil,pharmacy
العيادة الطبية,,clinic,,,,,43.9887565436486,36.2727676655324,IQG11Q02,Erbil,clinic
بنکەی تەندروستی نازەنین,,hospital,,,,,44.5311249390304,36.2452659706679,IQG11Q06,Shaqlawa,hospital
Saday Shaqlawa Pharmacy,,pharmacy,,,,,44.3388560663515,36.393591123398,IQG11Q06,Shaqlawa,pharmacy
دەرمانخانەی شلۆڤە,,pharmacy,pharmacy,,,,44.0109986780908,36.2182862169139,IQG11Q02,Erbil,pharmacy
,,pharmacy,pharmacy,,,,44.0654458447253,36.1614348689922,IQG11Q02,Erbil,pharmacy
,,hospital,hospital,,,,44.0497382419971,36.1940367842997,IQG11Q02,Erbil,hospital
نۆڕینگەی پزیشکی قەسرێ,,clinic,,,,,44.8253904253997,36.5582418765773,IQG11Q05,Rawanduz,clinic
,,hospital,,,,,44.5308708835452,36.6246639329996,IQG11Q05,Rawanduz,hospital
نەخۆشخانەی مێدیکاڵ هێڵپ,,hospital,hospital,,,,44.0250778446704,36.2071763395336,IQG11Q02,Erbil,hospital
